0 -8.103362399e-12
500 -8.1033624e-12
1000 -8.1033624e-12
1500 -8.1033624e-12
2000 -8.1033624e-12
2500 -8.1033624e-12
3000 -8.1033624e-12
3500 -8.1033624e-12
4000 -8.1033624e-12
4500 -8.1033624e-12
5000 -8.1033624e-12
5500 -8.1033624e-12
6000 -8.1033624e-12
6500 -8.1033624e-12
7000 -8.1033624e-12
7500 -8.1033624e-12
8000 -8.1033624e-12
8500 -8.1033624e-12
9000 -8.1033624e-12
9500 -8.1033624e-12
10000 -8.1033624e-12
10500 -8.1033624e-12
11000 -8.1033624e-12
11500 -8.1033624e-12
12000 -8.1033624e-12
12500 -8.1033624e-12
13000 -8.1033624e-12
13500 -8.1033624e-12
14000 -8.1033624e-12
14500 -8.1033624e-12
15000 -8.1033624e-12
15500 -8.1033624e-12
16000 -8.1033624e-12
16500 -8.1033624e-12
17000 -8.1033624e-12
17500 -8.1033624e-12
18000 -8.1033624e-12
18500 -8.1033624e-12
19000 -8.1033624e-12
19500 -8.1033624e-12
20000 -8.1033624e-12
20500 -8.1033624e-12
21000 -8.1033624e-12
21500 -8.1033624e-12
22000 -8.1033624e-12
22500 -8.1033624e-12
23000 -8.1033624e-12
23500 -8.1033624e-12
24000 -8.1033624e-12
24500 -8.1033624e-12
25000 -8.1033624e-12
25500 -8.1033624e-12
26000 -8.1033624e-12
26500 -8.1033624e-12
27000 -8.1033624e-12
27500 -8.1033624e-12
28000 -8.1033624e-12
28500 -8.1033624e-12
29000 -8.1033624e-12
29500 -8.1033624e-12
30000 -8.1033624e-12
30500 -8.1033624e-12
31000 -8.1033624e-12
31500 -8.1033624e-12
32000 -8.1033624e-12
32500 -8.1033624e-12
33000 -8.1033624e-12
33500 -8.1033624e-12
34000 -8.1033624e-12
34500 -8.1033624e-12
35000 -8.1033624e-12
35500 -8.1033624e-12
36000 -8.1033624e-12
36500 -8.1033624e-12
37000 -8.1033624e-12
37500 -8.1033624e-12
38000 -8.1033624e-12
38500 -8.1033624e-12
39000 -8.1033624e-12
39500 -8.1033624e-12
40000 -8.1033624e-12
40500 -8.1033624e-12
41000 -8.1033624e-12
41500 -8.1033624e-12
42000 -8.1033624e-12
42500 -8.1033624e-12
43000 -8.1033624e-12
43500 -8.1033624e-12
44000 -8.1033624e-12
44500 -8.1033624e-12
45000 -8.1033624e-12
45500 -8.1033624e-12
46000 -8.1033624e-12
46500 -8.1033624e-12
47000 -8.1033624e-12
47500 -8.1033624e-12
48000 -8.1033624e-12
48500 -8.1033624e-12
49000 -8.1033624e-12
49500 -8.1033624e-12
50000 -8.1033624e-12
50500 -8.1033624e-12
51000 -8.1033624e-12
51500 -8.1033624e-12
52000 -8.1033624e-12
52500 -8.1033624e-12
53000 -8.1033624e-12
53500 -8.1033624e-12
54000 -8.1033624e-12
54500 -8.1033624e-12
55000 -8.1033624e-12
55500 -8.1033624e-12
56000 -8.1033624e-12
56500 -8.1033624e-12
57000 -8.1033624e-12
57500 -8.1033624e-12
58000 -8.1033624e-12
58500 -8.1033624e-12
59000 -8.1033624e-12
59500 -8.1033624e-12
60000 -8.1033624e-12
60500 -8.1033624e-12
61000 -8.1033624e-12
61500 -8.1033624e-12
62000 -8.1033624e-12
62500 -8.1033624e-12
63000 -8.1033624e-12
63500 -8.1033624e-12
64000 -8.1033624e-12
64500 -8.1033624e-12
65000 -8.1033624e-12
65500 -8.1033624e-12
66000 -8.1033624e-12
66500 -8.1033624e-12
67000 -8.1033624e-12
67500 -8.1033624e-12
68000 -8.1033624e-12
68500 -8.1033624e-12
69000 -8.1033624e-12
69500 -8.1033624e-12
70000 -8.1033624e-12
70500 -8.1033624e-12
71000 -8.1033624e-12
71500 -8.1033624e-12
72000 -8.1033624e-12
72500 -8.1033624e-12
73000 -8.1033624e-12
73500 -8.1033624e-12
74000 -8.1033624e-12
74500 -8.1033624e-12
75000 -8.1033624e-12
75500 -8.1033624e-12
76000 -8.1033624e-12
76500 -8.1033624e-12
77000 -8.1033624e-12
77500 -8.1033624e-12
78000 -8.1033624e-12
78500 -8.1033624e-12
79000 -8.1033624e-12
79500 -8.1033624e-12
80000 -8.1033624e-12
80500 -8.1033624e-12
81000 -8.1033624e-12
81500 -8.1033624e-12
82000 -8.1033624e-12
82500 -8.1033624e-12
83000 -8.1033624e-12
83500 -8.1033624e-12
84000 -8.1033624e-12
84500 -8.1033624e-12
85000 -8.1033624e-12
85500 -8.1033624e-12
86000 -8.1033624e-12
86500 -8.1033624e-12
87000 -8.1033624e-12
87500 -8.1033624e-12
88000 -8.1033624e-12
88500 -8.1033624e-12
89000 -8.1033624e-12
89500 -8.1033624e-12
90000 -8.1033624e-12
90500 -8.1033624e-12
91000 -8.1033624e-12
91500 -8.1033624e-12
92000 -8.1033624e-12
92500 -8.1033624e-12
93000 -8.1033624e-12
93500 -8.1033624e-12
94000 -8.1033624e-12
94500 -8.1033624e-12
95000 -8.1033624e-12
95500 -8.1033624e-12
96000 -8.1033624e-12
96500 -8.1033624e-12
97000 -8.1033624e-12
97500 -8.1033624e-12
98000 -8.1033624e-12
98500 -8.1033624e-12
99000 -8.1033624e-12
99500 -8.1033624e-12
100000 -8.1033624e-12
100500 -8.1033624e-12
101000 -8.1033624e-12
101500 -8.1033624e-12
102000 -8.1033624e-12
102500 -8.1033624e-12
103000 -8.1033624e-12
103500 -8.1033624e-12
104000 -8.1033624e-12
104500 -8.1033624e-12
105000 -8.1033624e-12
105500 -8.1033624e-12
106000 -8.1033624e-12
106500 -8.1033624e-12
107000 -8.1033624e-12
107500 -8.1033624e-12
108000 -8.1033624e-12
108500 -8.1033624e-12
109000 -8.1033624e-12
109500 -8.1033624e-12
110000 -8.1033624e-12
110500 -8.1033624e-12
111000 -8.1033624e-12
111500 -8.1033624e-12
112000 -8.1033624e-12
112500 -8.1033624e-12
113000 -8.1033624e-12
113500 -8.1033624e-12
114000 -8.1033624e-12
114500 -8.1033624e-12
115000 -8.1033624e-12
115500 -8.1033624e-12
116000 -8.1033624e-12
116500 -8.1033624e-12
117000 -8.1033624e-12
117500 -8.1033624e-12
118000 -8.1033624e-12
118500 -8.1033624e-12
119000 -8.1033624e-12
119500 -8.1033624e-12
120000 -8.1033624e-12
120500 -8.1033624e-12
121000 -8.1033624e-12
121500 -8.1033624e-12
122000 -8.1033624e-12
122500 -8.1033624e-12
123000 -8.1033624e-12
123500 -8.1033624e-12
124000 -8.1033624e-12
124500 -8.1033624e-12
125000 -8.1033624e-12
125500 -8.1033624e-12
126000 -8.1033624e-12
126500 -8.1033624e-12
127000 -8.1033624e-12
127500 -8.1033624e-12
128000 -8.1033624e-12
128500 -8.1033624e-12
129000 -8.1033624e-12
129500 -8.1033624e-12
130000 -8.1033624e-12
130500 -8.1033624e-12
131000 -8.1033624e-12
131500 -8.1033624e-12
132000 -8.1033624e-12
132500 -8.1033624e-12
133000 -8.1033624e-12
133500 -8.1033624e-12
134000 -8.1033624e-12
134500 -8.1033624e-12
135000 -8.1033624e-12
135500 -8.1033624e-12
136000 -8.1033624e-12
136500 -8.1033624e-12
137000 -8.1033624e-12
137500 -8.1033624e-12
138000 -8.1033624e-12
138500 -8.1033624e-12
139000 -8.1033624e-12
139500 -8.1033624e-12
140000 -8.1033624e-12
140500 -8.1033624e-12
141000 -8.1033624e-12
141500 -8.1033624e-12
142000 -8.1033624e-12
142500 -8.1033624e-12
143000 -8.1033624e-12
143500 -8.1033624e-12
144000 -8.1033624e-12
144500 -8.1033624e-12
145000 -8.1033624e-12
145500 -8.1033624e-12
146000 -8.1033624e-12
146500 -8.1033624e-12
147000 -8.1033624e-12
147500 -8.1033624e-12
148000 -8.1033624e-12
148500 -8.1033624e-12
149000 -8.1033624e-12
149500 -8.1033624e-12
150000 -8.1033624e-12
150500 -8.1033624e-12
151000 -8.1033624e-12
151500 -8.1033624e-12
152000 -8.1033624e-12
152500 -8.1033624e-12
153000 -8.1033624e-12
153500 -8.1033624e-12
154000 -8.1033624e-12
154500 -8.1033624e-12
155000 -8.1033624e-12
155500 -8.1033624e-12
156000 -8.1033624e-12
156500 -8.1033624e-12
157000 -8.1033624e-12
157500 -8.1033624e-12
158000 -8.1033624e-12
158500 -8.1033624e-12
159000 -8.1033624e-12
159500 -8.1033624e-12
160000 -8.1033624e-12
160500 -8.1033624e-12
161000 -8.1033624e-12
161500 -8.1033624e-12
162000 -8.1033624e-12
162500 -8.1033624e-12
163000 -8.1033624e-12
163500 -8.1033624e-12
164000 -8.1033624e-12
164500 -8.1033624e-12
165000 -8.1033624e-12
165500 -8.1033624e-12
166000 -8.1033624e-12
166500 -8.1033624e-12
167000 -8.1033624e-12
167500 -8.1033624e-12
168000 -8.1033624e-12
168500 -8.1033624e-12
169000 -8.1033624e-12
169500 -8.1033624e-12
170000 -8.1033624e-12
170500 -8.1033624e-12
171000 -8.1033624e-12
171500 -8.1033624e-12
172000 -8.1033624e-12
172500 -8.1033624e-12
173000 -8.1033624e-12
173500 -8.1033624e-12
174000 -8.1033624e-12
174500 -8.1033624e-12
175000 -8.1033624e-12
175500 -8.1033624e-12
176000 -8.1033624e-12
176500 -8.1033624e-12
177000 -8.1033624e-12
177500 -8.1033624e-12
178000 -8.1033624e-12
178500 -8.1033624e-12
179000 -8.1033624e-12
179500 -8.1033624e-12
180000 -8.1033624e-12
180500 -8.1033624e-12
181000 -8.1033624e-12
181500 -8.1033624e-12
182000 -8.1033624e-12
182500 -8.1033624e-12
183000 -8.1033624e-12
183500 -8.1033624e-12
184000 -8.1033624e-12
184500 -8.1033624e-12
185000 -8.1033624e-12
185500 -8.1033624e-12
186000 -8.1033624e-12
186500 -8.1033624e-12
187000 -8.1033624e-12
187500 -8.1033624e-12
188000 -8.1033624e-12
188500 -8.1033624e-12
189000 -8.1033624e-12
189500 -8.1033624e-12
190000 -8.1033624e-12
190500 -8.1033624e-12
191000 -8.1033624e-12
191500 -8.1033624e-12
192000 -8.1033624e-12
192500 -8.1033624e-12
193000 -8.1033624e-12
193500 -8.1033624e-12
194000 -8.1033624e-12
194500 -8.1033624e-12
195000 -8.1033624e-12
195500 -8.1033624e-12
196000 -8.1033624e-12
196500 -8.1033624e-12
197000 -8.1033624e-12
197500 -8.1033624e-12
198000 -8.1033624e-12
198500 -8.1033624e-12
199000 -8.1033624e-12
199500 -8.1033624e-12
200000 -8.1033624e-12
200500 -8.1033624e-12
201000 -8.1033624e-12
201500 -8.1033624e-12
202000 -8.1033624e-12
202500 -8.1033624e-12
203000 -8.1033624e-12
203500 -8.1033624e-12
204000 -8.1033624e-12
204500 -8.1033624e-12
205000 -8.1033624e-12
205500 -8.1033624e-12
206000 -8.1033624e-12
206500 -8.1033624e-12
207000 -8.1033624e-12
207500 -8.1033624e-12
208000 -8.1033624e-12
208500 -8.1033624e-12
209000 -8.1033624e-12
209500 -8.1033624e-12
210000 -8.1033624e-12
210500 -8.1033624e-12
211000 -8.1033624e-12
211500 -8.1033624e-12
212000 -8.1033624e-12
212500 -8.1033624e-12
213000 -8.1033624e-12
213500 -8.1033624e-12
214000 -8.1033624e-12
214500 -8.1033624e-12
215000 -8.1033624e-12
215500 -8.1033624e-12
216000 -8.1033624e-12
216500 -8.1033624e-12
217000 -8.1033624e-12
217500 -8.1033624e-12
218000 -8.1033624e-12
218500 -8.1033624e-12
