1	0	0.0004875	0.00046875	0.00513125	0.174375	0.533631	0.614044	0.752919	0.787888	0.7911	0.8104	0.820756	0.887625	0.927088	0.999894	0.999775	0.999338	0.992656	0.920763	0.848819	0.8283	0.822494	0.797975	0.786344	0.726875	0.619156	0.616906	0.709369	0.811213	0.839738	0.980725	1
1.1	0	0.0005875	0.00060625	0.0138063	0.466463	0.988175	0.999119	0.999175	0.999088	0.9991	0.999063	0.986813	0.659162	0.556469	0.5437	0.541513	0.5385	0.543494	0.547769	0.55275	0.557119	0.569144	0.624819	0.759106	0.966181	0.9983	0.999388	0.999113	0.999306	0.999313	0.999113	1
1.2	0	0.122362	0.354881	0.555113	0.626337	0.673175	0.685144	0.692606	0.718469	0.742862	0.765413	0.807356	0.814638	0.808763	0.804256	0.772531	0.733981	0.655419	0.517019	0.5127	0.517569	0.574887	0.690544	0.750538	0.801025	0.850063	0.909594	0.963519	0.993712	0.995531	0.996244	1
1.3	0	0.00275	0.00288125	0.00833125	0.166856	0.370656	0.633838	0.904456	0.988719	0.995875	0.994744	0.994963	0.992231	0.992156	0.994206	0.9966	0.996744	0.994688	0.965156	0.8442	0.764325	0.682675	0.662181	0.653125	0.645613	0.639156	0.643613	0.656031	0.672169	0.727075	0.820238	1
1.4	0	0.0493188	0.158206	0.388075	0.667687	0.843063	0.983013	0.995056	0.995163	0.996013	0.993875	0.9761	0.820575	0.667706	0.6049	0.536744	0.499694	0.487444	0.51225	0.552194	0.580037	0.599725	0.624513	0.647962	0.686681	0.75195	0.8519	0.951525	0.993475	0.995575	0.995831	1
1.5	0	0.0123187	0.0710313	0.320931	0.600588	0.751588	0.931613	0.991475	0.99235	0.991088	0.989888	0.968963	0.889869	0.832763	0.743388	0.648906	0.613363	0.607963	0.604669	0.597919	0.606044	0.612363	0.617369	0.633344	0.66055	0.683044	0.732619	0.809113	0.921788	0.979256	0.990094	1
1.6	0	0.0249438	0.092025	0.253013	0.401394	0.536156	0.62315	0.669706	0.743406	0.831119	0.903494	0.968213	0.985863	0.989875	0.991594	0.99135	0.991275	0.984994	0.96055	0.887912	0.80935	0.724894	0.658637	0.613469	0.600019	0.599163	0.599725	0.610963	0.649569	0.777587	0.932844	1
1.7	0	0.149688	0.33275	0.4341	0.553138	0.702831	0.8674	0.925894	0.959719	0.977038	0.982606	0.985819	0.982569	0.983769	0.97875	0.958113	0.864975	0.701156	0.6022	0.54045	0.517062	0.500156	0.49985	0.510494	0.532081	0.560644	0.593806	0.654938	0.739881	0.866	0.948375	1
1.8	0	0.0204438	0.0277625	0.0454563	0.0985562	0.199225	0.321381	0.402969	0.450013	0.476869	0.517006	0.616325	0.743931	0.874344	0.946019	0.9664	0.977169	0.979363	0.976438	0.976638	0.978594	0.97975	0.980063	0.979788	0.976919	0.978481	0.982506	0.983081	0.981756	0.982869	0.986138	1
1.9	0	0.0229938	0.0289438	0.0362937	0.0419	0.0660437	0.136919	0.262362	0.429413	0.563525	0.668181	0.772281	0.882788	0.953625	0.973794	0.978025	0.978231	0.9784	0.975731	0.973963	0.972856	0.974188	0.975288	0.970006	0.969231	0.966363	0.966031	0.968175	0.971031	0.972219	0.97745	1
2	0	0.03195	0.0449875	0.048675	0.0551438	0.0808063	0.159525	0.29195	0.43565	0.584319	0.775112	0.875331	0.923194	0.937613	0.951006	0.957	0.955406	0.950325	0.950988	0.951056	0.949988	0.950544	0.952788	0.949325	0.949175	0.948381	0.945975	0.9381	0.943863	0.954288	0.963788	1
2.1	0	0.0389313	0.0503188	0.0690812	0.111419	0.202119	0.297031	0.399469	0.492325	0.586025	0.672056	0.755788	0.81415	0.846781	0.876188	0.9052	0.918406	0.931481	0.938725	0.947294	0.958569	0.963738	0.962119	0.958381	0.955744	0.9546	0.955225	0.954775	0.960406	0.962494	0.967413	1
2.2	0	0.0486437	0.0806438	0.134513	0.198138	0.267437	0.337931	0.426938	0.557881	0.678631	0.772525	0.831987	0.863394	0.877644	0.885681	0.889912	0.896688	0.916594	0.9261	0.931556	0.9263	0.914781	0.916838	0.915769	0.911681	0.888138	0.874331	0.863625	0.865969	0.880275	0.925706	1
2.3	0	0.111831	0.201588	0.308025	0.406056	0.489756	0.560106	0.616081	0.6534	0.695431	0.716469	0.741719	0.764825	0.791031	0.809981	0.827875	0.860081	0.879181	0.889625	0.888831	0.883025	0.878488	0.860662	0.839188	0.808606	0.785062	0.773638	0.787169	0.815081	0.854119	0.909319	1
2.4	0	0.134794	0.255387	0.378969	0.475175	0.5471	0.624875	0.702275	0.774169	0.826694	0.852994	0.862588	0.867644	0.859775	0.854313	0.833881	0.818744	0.815394	0.807763	0.797737	0.763888	0.72285	0.706475	0.696563	0.694	0.700575	0.711269	0.748506	0.805206	0.856463	0.910188	1
