1	0	0.0692625	0.301553	0.423478	0.506941	0.639609	0.818041	0.966666	0.998506	0.999563	0.999128	0.995384	0.911244	0.885613	0.851878	0.727578	0.620909	0.596488	0.587037	0.58055	0.594638	0.609816	0.628466	0.647919	0.657953	0.673491	0.685028	0.697788	0.696834	0.713612	0.723063	0.762303	0.708897	0.725966	0.717897	0.713503	0.720016	0.728034	0.701144	0.759906	0.740984	0.825147	0.829734	0.858541	0.946459	0.970797	0.997075	0.903709	0.761013	0.642416	0.569441	0.491231	0.400575	0.300578	0.302216	0.325619	0.509297	0.582963	0.725697	0.853728	0.916653	0.997875	0.999428	1
1.1	0	0.00086875	0.0189375	0.296197	0.539259	0.630988	0.73885	0.930066	0.998903	0.998644	0.967081	0.91945	0.871659	0.855694	0.766291	0.749841	0.74295	0.752809	0.778069	0.815231	0.8632	0.880984	0.905263	0.812538	0.719675	0.636553	0.588803	0.518172	0.474491	0.440363	0.401572	0.430819	0.460984	0.529156	0.610425	0.755131	0.788106	0.856019	0.941641	0.983581	0.999103	0.999231	0.999313	0.999303	0.999428	0.993331	0.907106	0.829725	0.73225	0.593087	0.495084	0.420637	0.356291	0.30215	0.2854	0.32545	0.495234	0.668325	0.7554	0.864819	0.902653	0.916244	0.988047	1
1.2	0	0.00141875	0.003025	0.0719656	0.204772	0.485581	0.812297	0.975506	0.998272	0.998409	0.998213	0.9983	0.996959	0.938116	0.89555	0.766206	0.721781	0.731834	0.738956	0.697625	0.700634	0.71315	0.728703	0.739856	0.761134	0.795563	0.794838	0.770281	0.751419	0.752353	0.760547	0.772378	0.795166	0.790609	0.782894	0.719797	0.677725	0.667397	0.655122	0.640884	0.649059	0.653759	0.660509	0.604853	0.586966	0.565566	0.540725	0.524822	0.521306	0.535	0.552288	0.56525	0.585966	0.658494	0.736341	0.764094	0.799278	0.813791	0.846913	0.918678	0.940791	0.970119	0.997072	1
1.3	0	0.00255	0.00436563	0.0512281	0.437103	0.663819	0.789506	0.834037	0.866709	0.868831	0.86255	0.858688	0.857303	0.860716	0.863806	0.865872	0.868534	0.870803	0.8755	0.888431	0.937872	0.968369	0.989497	0.997256	0.9977	0.980681	0.908103	0.863116	0.823409	0.731725	0.6294	0.582769	0.558956	0.533141	0.514134	0.499831	0.483431	0.478303	0.482831	0.497394	0.517891	0.545094	0.611853	0.690603	0.708666	0.703844	0.690488	0.676009	0.657694	0.636038	0.639409	0.644591	0.661188	0.682463	0.687794	0.692006	0.725497	0.714678	0.714781	0.756919	0.8238	0.970716	0.996584	1
1.4	0	0.00439063	0.00589063	0.0340844	0.110387	0.242641	0.498678	0.783644	0.959716	0.99165	0.994594	0.994797	0.995325	0.994528	0.99365	0.988222	0.921997	0.843653	0.780522	0.715097	0.665556	0.626984	0.597822	0.567141	0.526284	0.513041	0.515894	0.520503	0.531494	0.549153	0.583588	0.659006	0.776219	0.843034	0.872516	0.880319	0.884856	0.886066	0.890453	0.890944	0.881781	0.873775	0.862031	0.829266	0.794253	0.734203	0.62035	0.552319	0.534	0.529947	0.526775	0.519947	0.528041	0.528644	0.555528	0.618313	0.784606	0.921928	0.988731	0.994266	0.994463	0.9947	0.994672	1
1.5	0	0.00995313	0.0743687	0.2143	0.422272	0.537622	0.6241	0.6644	0.676831	0.685753	0.691403	0.697656	0.707844	0.722087	0.736447	0.752159	0.730875	0.719619	0.735237	0.792778	0.819647	0.830222	0.834647	0.854172	0.901416	0.966438	0.985444	0.990981	0.990675	0.991809	0.991888	0.9919	0.991644	0.990863	0.987572	0.970247	0.929538	0.886563	0.777566	0.633941	0.559131	0.505159	0.454434	0.425503	0.411438	0.399175	0.394522	0.396831	0.4139	0.459116	0.507978	0.539081	0.583238	0.633444	0.695837	0.754572	0.801831	0.827975	0.843328	0.860797	0.890925	0.941503	0.984281	1
1.6	0	0.00937187	0.0183906	0.0473938	0.134194	0.249875	0.386122	0.521313	0.656384	0.758941	0.829431	0.876694	0.920328	0.972163	0.987006	0.987041	0.986175	0.985478	0.987234	0.988913	0.987841	0.985578	0.985497	0.982803	0.957031	0.890916	0.795056	0.708744	0.635872	0.597784	0.572006	0.559281	0.555931	0.555628	0.557222	0.568128	0.586941	0.606059	0.63775	0.667144	0.721581	0.774475	0.8497	0.888628	0.830675	0.784138	0.751909	0.711603	0.679787	0.658413	0.639575	0.625791	0.614775	0.61795	0.631206	0.666872	0.701838	0.724869	0.757047	0.784413	0.819297	0.892497	0.974178	1
1.7	0	0.0109969	0.0133031	0.0151344	0.0198281	0.0508313	0.140441	0.324434	0.535737	0.725831	0.854516	0.950728	0.979384	0.984628	0.985709	0.986184	0.9842	0.983047	0.978047	0.979066	0.982203	0.985094	0.986488	0.986447	0.987384	0.988766	0.988119	0.9869	0.986259	0.987459	0.987125	0.987484	0.986816	0.98185	0.969434	0.936756	0.861866	0.750747	0.634372	0.534872	0.452591	0.415997	0.390513	0.350059	0.326372	0.306206	0.293566	0.289891	0.2991	0.319609	0.349363	0.4279	0.563266	0.685488	0.753244	0.819409	0.895022	0.959381	0.979109	0.981638	0.980478	0.978259	0.981928	1
1.8	0	0.0195156	0.0391125	0.0690844	0.0987219	0.141694	0.198359	0.281644	0.413741	0.602662	0.829166	0.946728	0.975447	0.978491	0.978166	0.978797	0.979606	0.979681	0.976959	0.977725	0.978291	0.978259	0.977031	0.976425	0.978278	0.979997	0.976881	0.956578	0.916916	0.862144	0.797972	0.748831	0.714084	0.681156	0.652181	0.634819	0.622663	0.620272	0.618013	0.613828	0.600603	0.578684	0.570444	0.556488	0.537944	0.532594	0.519666	0.491944	0.446513	0.418909	0.432894	0.496541	0.596838	0.707516	0.835603	0.913044	0.949288	0.968844	0.978809	0.980509	0.977784	0.975347	0.980153	1
1.9	0	0.0315844	0.0471094	0.0945875	0.189025	0.350153	0.530928	0.693078	0.753547	0.777206	0.809578	0.843394	0.874794	0.908238	0.9465	0.965863	0.969941	0.974309	0.976897	0.973894	0.964388	0.933825	0.896891	0.847978	0.809931	0.784241	0.763728	0.744444	0.725603	0.711094	0.691044	0.665731	0.631875	0.601441	0.531913	0.457713	0.399178	0.381891	0.399512	0.436959	0.486422	0.557103	0.612519	0.656656	0.696875	0.719606	0.736431	0.744563	0.755025	0.762763	0.771275	0.779963	0.78055	0.788453	0.799378	0.803903	0.811697	0.828166	0.857822	0.896472	0.937947	0.954428	0.968856	1
2	0	0.0562125	0.135219	0.220944	0.315356	0.416747	0.519281	0.600422	0.651441	0.67925	0.70945	0.748366	0.811703	0.873059	0.913734	0.938434	0.951091	0.95455	0.953931	0.952778	0.947725	0.938906	0.916563	0.871622	0.805825	0.726631	0.651072	0.599747	0.584569	0.573416	0.567528	0.567153	0.578562	0.591725	0.607041	0.617466	0.625588	0.635134	0.646213	0.643147	0.632934	0.614709	0.626406	0.648863	0.657878	0.659347	0.664088	0.675334	0.707628	0.743359	0.770706	0.780188	0.784153	0.790347	0.794628	0.806016	0.826372	0.853903	0.885441	0.914284	0.936119	0.955588	0.970984	1
2.1	0	0.0462031	0.0767625	0.11235	0.167313	0.252806	0.395566	0.550547	0.696953	0.807478	0.874216	0.918088	0.939625	0.949434	0.957188	0.956369	0.954991	0.956275	0.954147	0.953781	0.949828	0.940763	0.922162	0.884828	0.816281	0.769325	0.741653	0.7264	0.710044	0.701966	0.692044	0.666194	0.643288	0.627219	0.618975	0.607872	0.60115	0.596584	0.5927	0.581788	0.565975	0.550122	0.544569	0.548031	0.556094	0.560066	0.574894	0.605266	0.647366	0.678853	0.698966	0.715322	0.748563	0.791684	0.836172	0.871325	0.897713	0.902647	0.902663	0.903581	0.909688	0.923494	0.952672	1
2.2	0	0.151863	0.300534	0.437484	0.540963	0.619219	0.674831	0.735738	0.796725	0.8468	0.883594	0.896028	0.901791	0.904081	0.903159	0.906022	0.912503	0.916022	0.914413	0.910263	0.902603	0.876297	0.829669	0.774897	0.710341	0.646269	0.593847	0.556872	0.533434	0.517053	0.500009	0.484834	0.467769	0.454978	0.450466	0.451072	0.455756	0.465903	0.483475	0.504263	0.522544	0.544516	0.557419	0.574766	0.59535	0.631738	0.679806	0.730712	0.772719	0.793697	0.80975	0.8226	0.830916	0.851725	0.880038	0.894972	0.900481	0.9106	0.92	0.924338	0.933381	0.945197	0.957775	1
2.3	0	0.112584	0.204244	0.286309	0.360256	0.42925	0.502788	0.559513	0.608269	0.647263	0.670341	0.684391	0.688362	0.698213	0.708444	0.708444	0.718019	0.724316	0.723847	0.732187	0.728075	0.7116	0.686669	0.661594	0.654603	0.665763	0.699966	0.756	0.819531	0.857703	0.873581	0.879819	0.877225	0.874444	0.870603	0.866028	0.863463	0.856469	0.844459	0.826156	0.809538	0.8049	0.7928	0.775775	0.750741	0.730794	0.700081	0.674347	0.655119	0.64185	0.636131	0.643513	0.669025	0.700575	0.724275	0.739009	0.752413	0.759581	0.770231	0.792525	0.829575	0.878134	0.925156	1
2.4	0	0.0839938	0.138003	0.195366	0.264041	0.346228	0.408622	0.4535	0.4987	0.537016	0.56335	0.601588	0.642491	0.683931	0.723331	0.749725	0.759853	0.763028	0.76325	0.768528	0.786344	0.809438	0.808878	0.801797	0.803616	0.802253	0.796413	0.795994	0.798878	0.801816	0.807291	0.809278	0.812147	0.812791	0.816859	0.814088	0.813544	0.809763	0.803028	0.799438	0.797847	0.792728	0.790744	0.78685	0.775444	0.763866	0.755791	0.742269	0.719406	0.697056	0.664744	0.653681	0.662853	0.689566	0.726	0.765475	0.788181	0.808238	0.828256	0.848669	0.868869	0.894509	0.927641	1
2.5	0	0.152178	0.293231	0.391278	0.458272	0.513566	0.572728	0.617969	0.651109	0.670531	0.68345	0.690716	0.703316	0.717334	0.734784	0.752234	0.763509	0.775494	0.786384	0.785491	0.772391	0.744438	0.722444	0.706781	0.69175	0.677391	0.667141	0.659647	0.649303	0.639363	0.63485	0.640431	0.6575	0.673266	0.701116	0.736309	0.763956	0.786172	0.811825	0.836	0.858753	0.865712	0.872269	0.874991	0.873516	0.859538	0.840731	0.817206	0.792244	0.769484	0.751144	0.731056	0.699075	0.656369	0.623397	0.62275	0.647622	0.682609	0.722569	0.764109	0.815013	0.859697	0.911375	1
