1.025	230730
1.075	225884
1.125	145408
1.175	75544
1.225	34184
1.275	15604
1.325	7510
1.375	4250
1.425	3316
1.475	3030
1.525	3400
1.575	4872
1.625	9878
1.675	25472
1.725	63098
1.775	119768
1.825	166942
1.875	171940
1.925	141492
1.975	119882
2.025	135810
2.075	169064
2.125	178822
2.175	152510
2.225	107764
2.275	67500
2.325	38798
2.375	22930
2.425	15206
2.475	13054
2.525	14994
2.575	23944
2.625	47690
2.675	99730
2.725	178478
2.775	258514
2.825	294710
2.875	274006
2.925	215172
2.975	154454
