0.249945, 0.499989
0.749969, 1.50004
0.25, 2.49991
0.750022, 3.49993
0.249919, 4.49992
0.750077, 5.50004
0.249954, 6.50009
0.749976, 7.49999
0.250043, 8.50007
0.749973, 9.49993
0.250018, 10.5
0.74995, 11.5
1.25005, 0.49999
1.75008, 1.49992
1.2499, 2.50009
1.74996, 3.49999
1.25001, 4.49992
1.75006, 5.49994
1.25008, 6.50007
1.75002, 7.50002
1.25008, 8.49994
1.74994, 9.49999
1.25001, 10.5001
1.74999, 11.5001
2.25006, 0.499994
2.75007, 1.50001
2.24993, 2.49994
2.75002, 3.50009
2.2499, 4.49992
2.75002, 5.49999
2.25, 6.50005
2.75009, 7.49999
2.25003, 8.4999
2.7501, 9.50001
2.24998, 10.4999
2.74997, 11.5
3.24997, 0.500021
3.75009, 1.50006
3.24995, 2.50008
3.75006, 3.50001
3.2499, 4.49996
3.75007, 5.50003
3.25, 6.49994
3.74998, 7.49998
3.25003, 8.49996
3.75004, 9.49992
3.25009, 10.4999
3.7501, 11.5001
4.25007, 0.499985
4.75003, 1.49994
4.25008, 2.49999
4.75004, 3.50007
4.24997, 4.49997
4.75001, 5.50009
4.24991, 6.49993
4.74991, 7.50005
4.25001, 8.49992
4.75009, 9.49999
4.25001, 10.4999
4.75003, 11.5001
5.24995, 0.500044
5.75009, 1.49992
5.25004, 2.49999
5.75003, 3.49993
5.25, 4.49994
5.74999, 5.49992
5.24993, 6.50009
5.74993, 7.49991
5.24998, 8.50001
5.75, 9.49994
5.25003, 10.5001
5.74996, 11.5
6.25009, 0.499932
6.7499, 1.49992
6.2501, 2.49992
6.75006, 3.49999
6.25006, 4.49995
6.74992, 5.50009
6.25004, 6.50004
6.75001, 7.49992
6.24992, 8.5
6.74993, 9.5001
6.2501, 10.4999
6.74992, 11.5
7.25005, 0.499953
7.75009, 1.49997
7.24999, 2.50002
7.75001, 3.49991
7.25008, 4.50006
7.74998, 5.50007
7.24995, 6.50006
7.74993, 7.50001
7.25006, 8.49995
7.74993, 9.49995
7.25004, 10.5
7.75004, 11.4999
8.25006, 0.499921
8.75004, 1.50003
8.25004, 2.50002
8.75, 3.49997
8.25002, 4.50006
8.75002, 5.5
8.24999, 6.50005
8.74995, 7.49995
8.25007, 8.50004
8.75003, 9.50005
8.24996, 10.4999
8.74997, 11.5
9.25003, 0.500008
9.75002, 1.50004
9.25006, 2.49991
9.74991, 3.49995
9.25001, 4.50005
9.75007, 5.50003
9.25005, 6.50004
9.75002, 7.49998
9.25001, 8.5
9.75006, 9.5
9.25002, 10.5
9.75001, 11.5
10.2499, 0.500085
10.75, 1.49998
10.2501, 2.49998
10.7499, 3.50003
10.2499, 4.5001
10.75, 5.49992
10.2499, 6.49992
10.7501, 7.49999
10.2501, 8.50006
10.75, 9.50005
10.2499, 10.4999
10.75, 11.4999
11.25, 0.500046
11.7499, 1.50001
11.25, 2.50006
11.75, 3.50001
11.25, 4.50005
11.7501, 5.50004
11.25, 6.49994
11.7501, 7.49995
11.2501, 8.50008
11.75, 9.50008
11.25, 10.4999
11.75, 11.5

0.250116, 0.499955
0.749929, 1.49996
0.249981, 2.50003
0.749989, 3.49994
0.250072, 4.50003
0.749939, 5.49993
0.250073, 6.5
0.749983, 7.49995
0.249954, 8.50001
0.750023, 9.49999
0.250091, 10.5001
0.750059, 11.5
1.25011, 0.499888
1.74999, 1.50003
1.25002, 2.50003
1.74995, 3.50002
1.25003, 4.49999
1.74994, 5.5
1.24989, 6.49998
1.74998, 7.50001
1.25007, 8.49998
1.75007, 9.50008
1.25001, 10.5
1.7501, 11.5
2.25006, 0.499992
2.74998, 1.5
2.24999, 2.50002
2.74995, 3.50001
2.25002, 4.4999
2.75004, 5.50002
2.24997, 6.49995
2.75002, 7.49997
2.25008, 8.5
2.75004, 9.50001
2.25005, 10.5
2.75003, 11.5
3.25002, 0.50005
3.74987, 1.50001
3.25005, 2.49996
3.74994, 3.5
3.24998, 4.49996
3.75007, 5.5
3.24999, 6.49992
3.75004, 7.49996
3.24999, 8.50002
3.75006, 9.50001
3.25006, 10.5
3.75, 11.5
4.24989, 0.500001
4.75006, 1.50005
4.25, 2.50001
4.74994, 3.50004
4.24997, 4.49998
4.75003, 5.49995
4.25002, 6.49991
4.75002, 7.50004
4.25003, 8.49995
4.75004, 9.49998
4.25002, 10.4999
4.75005, 11.5
5.25002, 0.499997
5.74996, 1.49998
5.25011, 2.49998
5.75002, 3.50002
5.24996, 4.49998
5.75002, 5.49993
5.25013, 6.49996
5.75001, 7.49999
5.25001, 8.5
5.75015, 9.49998
5.24997, 10.5
5.74992, 11.5
6.24991, 0.499994
6.75007, 1.50008
6.25007, 2.50006
6.75007, 3.49995
6.24998, 4.50002
6.75008, 5.49994
6.25012, 6.50004
6.74996, 7.5
6.24996, 8.49995
6.75009, 9.49996
6.25004, 10.5
6.74996, 11.5
7.24998, 0.499936
7.75004, 1.50001
7.25007, 2.5
7.75006, 3.50001
7.25006, 4.5
7.75002, 5.49999
7.25011, 6.50003
7.75003, 7.49995
7.24999, 8.50001
7.74998, 9.5
7.24996, 10.4999
7.74992, 11.4999
8.24993, 0.499979
8.75009, 1.49992
8.24999, 2.50004
8.75004, 3.49995
8.25005, 4.50002
8.75006, 5.49999
8.25006, 6.50007
8.75009, 7.49999
8.24998, 8.49997
8.74999, 9.50004
8.24993, 10.5
8.74991, 11.5
9.24991, 0.49997
9.75006, 1.49997
9.24998, 2.49999
9.75, 3.50005
9.25003, 4.49998
9.74998, 5.50004
9.25, 6.5
9.75003, 7.50006
9.25, 8.50002
9.74993, 9.50001
9.24993, 10.4999
9.74999, 11.5
10.2501, 0.499999
10.7501, 1.49999
10.2499, 2.49998
10.7499, 3.49994
10.2501, 4.50012
10.75, 5.50004
10.25, 6.50001
10.7499, 7.49999
10.25, 8.50007
10.75, 9.49994
10.2499, 10.5
10.75, 11.5
11.25, 0.499975
11.7501, 1.49998
11.2499, 2.49987
11.75, 3.50002
11.2501, 4.50007
11.7499, 5.49999
11.2499, 6.50005
11.75, 7.50001
11.25, 8.49999
11.75, 9.50006
11.2499, 10.4999
11.75, 11.5

0.249969, 0.50008
0.750047, 1.50004
0.250071, 2.50008
0.750094, 3.49999
0.250033, 4.49993
0.749974, 5.4999
0.249937, 6.49999
0.750002, 7.49994
0.249918, 8.49996
0.749996, 9.49999
0.250023, 10.5
0.749891, 11.5
1.24996, 0.499995
1.75008, 1.50009
1.25001, 2.50003
1.75009, 3.49988
1.25013, 4.49999
1.74996, 5.5
1.24997, 6.50002
1.74997, 7.49999
1.24995, 8.5
1.74998, 9.50001
1.24999, 10.5001
1.74992, 11.5
2.24992, 0.499977
2.75007, 1.49992
2.25001, 2.49987
2.75006, 3.49991
2.25007, 4.49991
2.75001, 5.50004
2.25, 6.49993
2.74996, 7.50006
2.24997, 8.50002
2.75007, 9.50006
2.24996, 10.5
2.74992, 11.5
3.24988, 0.500041
3.75007, 1.49992
3.24993, 2.49985
3.74997, 3.49989
3.24998, 4.49997
3.74999, 5.49999
3.25004, 6.49999
3.74996, 7.50014
3.24997, 8.50011
3.75, 9.50007
3.25008, 10.5001
3.75001, 11.5
4.25011, 0.49994
4.75003, 1.49998
4.24996, 2.4998
4.74992, 3.49997
4.25004, 4.50004
4.75001, 5.50004
4.24998, 6.49995
4.74997, 7.50003
4.25001, 8.50008
4.75002, 9.50002
4.25008, 10.5
4.75002, 11.4999
5.25008, 0.499975
5.75003, 1.4999
5.24993, 2.49992
5.74997, 3.49993
5.25, 4.50003
5.75009, 5.49999
5.24996, 6.50004
5.74997, 7.50003
5.25004, 8.50002
5.75003, 9.49997
5.25008, 10.5
5.75001, 11.5
6.25016, 0.499935
6.74987, 1.50002
6.25001, 2.5
6.74998, 3.49998
6.24999, 4.50006
6.75009, 5.49998
6.2501, 6.50003
6.74997, 7.5
6.25004, 8.49996
6.75007, 9.49997
6.25017, 10.5
6.75001, 11.5001
7.25008, 0.499941
7.75001, 1.50004
7.24994, 2.50005
7.75001, 3.5
7.24996, 4.50002
7.75005, 5.49996
7.25002, 6.5
7.75003, 7.4999
7.25011, 8.49992
7.75006, 9.4999
7.25007, 10.5
7.75008, 11.5
8.25006, 0.500033
8.74999, 1.50003
8.25001, 2.50003
8.75003, 3.50012
8.24991, 4.50004
8.75001, 5.49998
8.25006, 6.50006
8.75006, 7.5
8.25005, 8.49994
8.75001, 9.5
8.25, 10.5
