1.025	117894
1.075	96810
1.125	75894
1.175	60838
1.225	49168
1.275	40594
1.325	35468
1.375	32224
1.425	30510
1.475	30978
1.525	33724
1.575	38568
1.625	47462
1.675	59252
1.725	73938
1.775	92296
1.825	110294
1.875	122970
1.925	129760
1.975	129186
2.025	123976
2.075	115428
2.125	105728
2.175	96864
2.225	88956
2.275	83054
2.325	79032
2.375	78722
2.425	79554
2.475	84296
2.525	90944
2.575	101400
2.625	114978
2.675	126476
2.725	137834
2.775	147420
2.825	154088
2.875	155728
2.925	156572
2.975	154024
