1.025	6172
1.075	6464
1.125	7024
1.175	7230
1.225	7282
1.275	7360
1.325	7598
1.375	7618
1.425	7796
1.475	8420
1.525	8284
1.575	8462
1.625	8528
1.675	8932
1.725	9028
1.775	9024
1.825	9536
1.875	9852
1.925	10098
1.975	10608
2.025	10936
2.075	11292
2.125	11042
2.175	11656
2.225	11740
2.275	12092
2.325	12500
2.375	12706
2.425	12534
2.475	13078
2.525	13238
2.575	13226
2.625	13872
2.675	14158
2.725	14672
2.775	14558
2.825	14844
2.875	15174
2.925	15740
2.975	15716
